title,original_language,release_date,popularity,budget,revenue,runtime,status,genres
Crawl,en,7/11/2019,49.607,13500000,89203432,88,Released,"Action, Horror, Thriller"
28 Days Later,en,10/31/2002,49.268,5000000,85720385,113,Released,"Horror, Science Fiction, Thriller"
Ghost Ship,en,10/25/2002,49.195,35000000,68349884,91,Released,"Horror, Mystery, Thriller"
The Banishing,en,4/29/2021,49.121,0,0,97,Released,Horror
Friday the 13th: The Final Chapter,en,4/13/1984,48.887,2600000,32980880,91,Released,Horror
Insidious: Chapter 3,en,5/28/2015,48.653,10000000,104303851,97,Released,"Drama, Horror, Thriller"
Fat Ass Zombies,en,2/18/2020,47.937,0,0,88,Released,"Comedy, Horror"
Bodies Bodies Bodies,en,8/5/2022,47.932,0,10000000,94,Released,"Comedy, Horror, Mystery"
Halloween: Resurrection,en,7/1/2002,47.79,13000000,37664855,89,Released,"Horror, Thriller"
Polaroid,en,1/10/2019,47.575,0,0,88,Released,"Horror, Mystery, Thriller"
The Ring Two,en,3/17/2005,47.482,50000000,161451538,110,Released,"Drama, Horror, Thriller"
The Island of Giant Insects,ja,1/10/2020,47.477,0,0,76,Released,"Adventure, Animation, Drama, Horror, Mystery"
The Dinosaur Project,en,8/9/2012,47.421,0,2412576,83,Released,"Action, Adventure, Horror"
Night Teeth,en,10/20/2021,47.405,21700000,0,107,Released,"Action, Horror, Thriller"
La Casa,es,1/30/2020,47.302,0,0,73,Released,Horror
Echoes,es,1/27/2022,47.267,0,0,84,Released,"Horror, Thriller"
Saw 3D,en,10/21/2010,47.018,20000000,136151680,90,Released,"Crime, Horror"
Sijjin 6,tr,8/9/2019,47.003,0,0,94,Released,Horror
Shaun of the Dead,en,4/9/2004,46.937,6100000,30097092,99,Released,"Comedy, Horror"
Carrie,en,11/3/1976,46.915,1800000,33800000,98,Released,"Horror, Thriller"
The Ritual,en,10/11/2017,46.777,1000000,1786396,94,Released,"Horror, Mystery, Thriller"
Vivarium,en,9/7/2019,46.777,4000000,427399,97,Released,"Horror, Mystery, Science Fiction"
Stay Out of the Attic,en,3/11/2021,46.543,0,0,80,Released,Horror
What the Peeper Saw,it,10/14/1972,46.448,0,0,89,Released,"Drama, Horror, Thriller"
The Blair Witch Project,en,7/14/1999,46.286,60000,248639099,81,Released,"Horror, Mystery"
Watcher,en,6/3/2022,46.144,0,2667033,96,Released,"Horror, Thriller"
"Salò, or the 120 Days of Sodom",it,1/10/1976,46.125,0,22017,117,Released,"Drama, Horror"
The Evil Dead,en,9/10/1981,46.079,350000,29400000,85,Released,Horror
Friday the 13th Part 2,en,5/1/1981,45.906,1250000,21722776,87,Released,"Horror, Thriller"
Leprechaun 3,en,7/4/1995,45.746,0,0,94,Released,"Comedy, Horror"
Restart The Earth,zh,8/4/2022,45.744,0,0,89,Released,"Action, Horror, Science Fiction"
A Nightmare on Elm Street,en,4/30/2010,45.628,35000000,115664037,95,Released,"Horror, Mystery, Thriller"
Redcon-1,en,9/7/2018,45.458,0,0,117,Released,"Action, Horror, Science Fiction"
A Classic Horror Story,it,7/14/2021,45.437,0,0,95,Released,"Horror, Mystery"
Bram Stoker's Dracula,en,11/13/1992,45.348,40000000,215862692,128,Released,"Horror, Romance"
Ouija,en,10/24/2014,45.058,5000000,103590271,89,Released,Horror
Escape the Undertaker,en,10/5/2021,44.884,0,0,31,Released,"Family, Horror, Mystery"
The Grudge,en,10/22/2004,44.825,10000000,183474602,92,Released,"Horror, Mystery, Thriller"
[REC]³ Genesis,es,3/30/2012,44.643,6400000,11019975,80,Released,Horror
Saw V,en,10/23/2008,44.561,10800000,113864059,95,Released,"Crime, Horror, Thriller"
A Nightmare on Elm Street,en,11/9/1984,44.489,1800000,25685134,91,Released,Horror
Fright Night,en,8/2/1985,44.473,9000000,24922237,106,Released,"Comedy, Horror"
"As Above, So Below",en,8/14/2014,44.415,5000000,40100000,93,Released,"Horror, Thriller"
Red Dot,sv,2/11/2021,44.072,0,0,86,Released,"Horror, Thriller"
Night of the Living Dead,en,10/19/1990,43.971,4200000,5835247,88,Released,"Horror, Thriller"
Scary Stories to Tell in the Dark,en,8/8/2019,43.866,25000000,95438172,108,Released,"Horror, Thriller"
The Wolf of Snow Hollow,en,10/23/2020,43.833,2000000,239828,84,Released,"Horror, Thriller"
Piggy,es,10/7/2022,43.78,2400000,0,100,Released,"Drama, Horror, Thriller"
Pet Sematary,en,4/21/1989,43.608,11500000,57469467,103,Released,"Drama, Horror"
Hypnotic,en,10/27/2021,43.596,0,0,89,Released,"Drama, Horror, Thriller"
Fresh,en,3/3/2022,43.347,0,0,114,Released,"Horror, Thriller"
Parasyte: Part 1,ja,11/29/2014,43.308,0,0,109,Released,"Horror, Science Fiction"
Interview with the Vampire,en,11/11/1994,42.674,60000000,223664608,123,Released,"Drama, Fantasy, Horror"
Saw VI,en,10/16/2009,42.6,11000000,68234154,96,Released,"Horror, Mystery"
The Owners,en,8/27/2020,42.352,0,225374,92,Released,"Horror, Thriller"
Scream 4,en,4/11/2011,42.342,40000000,97231420,111,Released,"Horror, Mystery"
Crystal Skulls,en,8/12/2014,42.197,0,0,88,Released,"Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie"
Aftermath,en,8/4/2021,42.146,0,0,114,Released,"Crime, Drama, Horror, Thriller"
Cursed,en,2/25/2005,42.103,35000000,19294901,97,Released,"Comedy, Horror"
Bloodthirsty,en,4/23/2021,42.073,0,0,82,Released,Horror
Psycho,en,6/22/1960,42.064,806947,50000000,109,Released,"Drama, Horror, Thriller"
Dawn of the Dead,en,3/19/2004,41.981,26000000,102278712,101,Released,"Action, Horror"
An American Werewolf in London,en,8/21/1981,41.806,10000000,31973249,97,Released,"Comedy, Horror"
The Other Side of the Door,en,2/25/2016,41.736,0,14332467,96,Released,"Horror, Thriller"
Us,en,3/14/2019,41.601,20000000,255105930,116,Released,"Horror, Mystery, Thriller"
The Nun,es,11/3/2005,41.512,0,0,101,Released,"Horror, Mystery"
Cannibal Holocaust,it,2/7/1980,41.435,100000,0,96,Released,Horror
Brightburn,en,5/9/2019,41.383,6000000,32893421,91,Released,"Horror, Science Fiction, Thriller"
The Rental,en,7/23/2020,41.323,0,4296804,88,Released,Horror
Army of Darkness,en,10/31/1992,41.242,11000000,21502976,81,Released,"Comedy, Fantasy, Horror"
Martyrs,fr,9/3/2008,41.212,6500000,1100000,99,Released,"Drama, Horror, Thriller"
Halloween H20: 20 Years Later,en,8/5/1998,41.178,17000000,75000000,86,Released,"Horror, Thriller"
P2,en,11/9/2007,41.167,3500000,7766240,98,Released,"Horror, Thriller"
Black as Night,en,10/1/2021,41.009,0,0,87,Released,"Horror, Thriller"
The Legend of the Nahuala,es,10/31/2007,40.963,0,0,80,Released,"Animation, Family, Fantasy, Horror"
Mermaid Down,en,10/15/2019,40.952,0,0,91,Released,"Fantasy, Horror, Mystery, Thriller"
The Mortuary Collection,en,10/8/2020,40.917,0,34265,108,Released,"Fantasy, Horror"
Sputnik,ru,9/8/2020,40.799,0,354023,113,Released,"Drama, Horror, Science Fiction"
Rise of the Mummy,en,4/3/2021,40.695,0,0,90,Released,"Horror, Science Fiction"
The Descent,en,7/8/2005,40.383,3500000,57130027,99,Released,"Adventure, Horror"
Curse of the Blair Witch,en,7/11/1999,40.317,0,0,44,Released,"Horror, Thriller"
Resident Evil: Damnation,en,9/25/2012,40.315,0,2325035,100,Released,"Action, Animation, Horror"
Anaconda,en,4/11/1997,40.311,45000000,136885767,89,Released,"Adventure, Horror, Thriller"
The Visitor,en,10/7/2022,40.296,0,0,86,Released,"Horror, Thriller"
Leprechaun,en,1/8/1993,40.194,900000,8556940,91,Released,"Comedy, Horror"
Poltergeist,en,6/4/1982,40.123,10700000,122200000,114,Released,Horror
Pandemic,en,2/26/2016,40.023,0,0,91,Released,"Action, Horror, Science Fiction"
Tremors,en,1/19/1990,40.012,11000000,48572000,96,Released,"Action, Comedy, Horror, Science Fiction"
The Amityville Horror,en,4/14/2005,39.997,19000000,108047131,90,Released,Horror
Mama,en,1/17/2013,39.883,15000000,146497771,100,Released,Horror
Down,en,2/1/2019,39.821,0,0,82,Released,"Drama, Horror, Science Fiction"
Blade: Trinity,en,12/8/2004,39.805,65000000,128905366,123,Released,"Action, Fantasy, Horror"
Leprechaun 2,en,4/7/1994,39.55,2000000,2260622,85,Released,"Comedy, Horror"
The Amityville Harvest,en,10/20/2020,39.521,0,0,98,Released,Horror
Antebellum,en,9/2/2020,39.517,15000000,7060384,105,Released,Horror
Wish Upon,en,7/7/2017,39.467,12000000,14301505,90,Released,"Fantasy, Horror, Thriller"
The Trip,no,7/30/2021,39.424,0,0,115,Released,"Action, Comedy, Horror, Thriller"
Blade II,en,3/22/2002,39.411,54000000,155010032,117,Released,"Action, Fantasy, Horror, Thriller"
Jigsaw,en,10/26/2017,39.398,10000000,102952888,92,Released,"Crime, Horror, Mystery, Thriller"
Spell,en,10/30/2020,39.382,0,0,91,Released,"Fantasy, Horror, Thriller"
The Wailer,es,6/20/2006,39.32,250,0,90,Released,Horror
The Boy,en,1/22/2016,38.999,10000000,64188367,97,Released,"Horror, Mystery, Thriller"
Ready or Not,en,8/21/2019,38.925,6000000,57615777,95,Released,"Comedy, Horror, Thriller"
Greta,en,9/6/2018,38.823,0,0,98,Released,"Horror, Mystery, Thriller"
Event Horizon,en,8/15/1997,38.807,60000000,26673242,96,Released,"Horror, Mystery, Science Fiction"
The Return of the Living Dead,en,4/25/1985,38.791,4000000,14237880,91,Released,"Comedy, Horror"
Death Smiles on a Murderer,it,7/11/1973,38.78,0,0,88,Released,Horror
Psycho Goreman,en,10/29/2020,38.776,1700000,95384,95,Released,"Comedy, Horror, Science Fiction"
The Strangers: Prey at Night,en,3/7/2018,38.516,12500000,31039126,85,Released,"Horror, Thriller"
Hellraiser: Hellworld,en,9/6/2005,38.501,5000000,0,91,Released,"Horror, Thriller"
Jessabelle,en,11/7/2014,38.493,1000000,23456897,90,Released,"Horror, Thriller"
Gacy,en,5/13/2003,38.455,250000,0,88,Released,"Crime, Drama, Horror"
12 Hour Shift,en,10/2/2020,38.37,0,0,88,Released,"Comedy, Crime, Horror, Thriller"
Rings,en,2/1/2017,38.303,25000000,83080890,102,Released,Horror
Pearl,en,9/16/2022,38.183,1000000,0,102,Released,"Drama, Horror, Thriller"
Halloween III: Season of the Witch,en,10/22/1982,38.146,2500000,14400000,98,Released,"Horror, Science Fiction, Thriller"
A Nightmare on Elm Street Part 2: Freddy's Revenge,en,11/1/1985,38.067,3000000,30000000,87,Released,Horror
The Last House on the Left,en,3/13/2009,38.056,15000000,32721635,110,Released,"Crime, Drama, Horror, Thriller"
Species,en,7/7/1995,38.051,35000000,113374103,108,Released,"Action, Horror, Science Fiction"
The Descent: Part 2,en,10/14/2009,38.029,6000200,7048886,94,Released,"Adventure, Horror, Thriller"
Parasyte: Part 2,ja,4/25/2015,37.961,0,0,117,Released,"Horror, Science Fiction"
Hellbound: Hellraiser II,en,12/23/1988,37.92,3000000,12090735,97,Released,Horror
Jason Goes to Hell: The Final Friday,en,8/13/1993,37.912,3000000,15938065,87,Released,Horror
The Exorcist III,en,8/17/1990,37.903,9300000,39024251,110,Released,"Horror, Mystery"
Ghosts of War,en,7/3/2020,37.83,0,178592,94,Released,"Fantasy, Horror, Thriller, War"
Ouija: Origin of Evil,en,10/20/2016,37.821,9000000,81705746,99,Released,"Drama, Horror, Mystery"
The Invisible Man,en,2/26/2020,37.802,7000000,130234661,124,Released,"Horror, Science Fiction, Thriller"
The Mummy,en,6/6/2017,37.742,125000000,409231607,110,Released,"Action, Adventure, Fantasy, Horror, Thriller"
Constantine: City of Demons - The Movie,en,10/4/2018,37.594,0,0,90,Released,"Action, Animation, Fantasy, Horror"
Friday the 13th Part VI: Jason Lives,en,8/1/1986,37.545,3000000,19472057,87,Released,"Horror, Mystery, Thriller"
Scream 3,en,2/3/2000,37.529,40000000,161834276,116,Released,"Horror, Mystery"
The Unborn,en,1/9/2009,37.529,16000000,76514050,87,Released,"Horror, Mystery, Thriller"
A Nightmare on Elm Street 4: The Dream Master,en,8/19/1988,37.502,13000000,49400000,94,Released,"Horror, Thriller"
Carrie,en,10/16/2013,37.493,30000000,82394288,100,Released,"Drama, Horror"
Bordello of Blood,en,8/16/1996,37.441,15000000,5600000,87,Released,"Comedy, Horror"
Cadaver,no,10/22/2020,37.362,0,0,86,Released,"Drama, Horror, Thriller"
Cracked,th,2/24/2022,37.267,3000000,6000000,93,Released,"Horror, Thriller"
The Empty Man,en,10/22/2020,37.25,16000000,4176641,137,Released,"Horror, Mystery, Thriller"
Clown,en,11/13/2014,37.203,0,4381603,100,Released,Horror
The Last Survivors,en,6/12/2014,37.163,0,0,95,Released,"Action, Horror, Thriller"
[REC]²,es,9/15/2009,37.108,5600000,18469680,85,Released,"Horror, Thriller"
The Wolfman,en,2/10/2010,36.648,150000000,0,102,Released,"Drama, History, Horror, Thriller"
Wolf Creek 2,en,8/30/2013,36.644,8000000,9630444,106,Released,"Horror, Thriller"
Leatherface,en,9/14/2017,36.593,0,0,88,Released,"Horror, Mystery, Thriller"
Escape Room,en,1/3/2019,36.573,9000000,155712077,100,Released,"Horror, Mystery, Thriller"
Curve,en,8/31/2015,36.483,0,0,86,Released,"Horror, Thriller"
Intersect,en,2/12/2020,36.44,0,0,119,Released,"Horror, Science Fiction, Thriller"
Jason X,en,7/24/2001,36.342,11000000,16951798,91,Released,"Horror, Science Fiction"
Friday the 13th Part VIII: Jason Takes Manhattan,en,7/28/1989,36.337,5000000,14000000,100,Released,"Horror, Thriller"
Gatlopp: Hell of a Game,en,6/27/2022,36.252,0,0,80,Released,"Comedy, Horror"
Silent Hill: Revelation 3D,en,10/10/2012,36.244,20000000,52302796,94,Released,"Horror, Mystery, Thriller"
The Green Inferno,en,9/8/2013,36.108,5000000,12666449,100,Released,"Adventure, Horror, Thriller"
Old People,de,10/7/2022,35.976,0,0,101,Released,Horror
The Babysitter,en,10/13/2017,35.85,0,0,85,Released,"Comedy, Horror"
Piranha,en,8/3/1978,35.829,660000,16000000,94,Released,"Comedy, Horror"
Primeval,en,1/12/2007,35.757,0,10597734,93,Released,"Adventure, Horror"
Poltergeist,en,5/20/2015,35.679,35000000,95437994,93,Released,Horror
Underwater,en,1/8/2020,35.67,50000000,40882928,95,Released,"Action, Horror, Science Fiction"
Silent Hill,en,4/21/2006,35.639,50000000,100605135,125,Released,"Horror, Mystery"
Lights Out,en,7/21/2016,35.639,4900000,148868835,81,Released,"Horror, Mystery, Thriller"
Resident Evil: Vendetta,ja,5/27/2017,35.635,0,0,97,Released,"Action, Adventure, Animation, Horror, Mystery, Science Fiction"
Leprechaun: Back 2 tha Hood,en,12/30/2003,35.458,0,0,90,Released,"Comedy, Horror"
Happy Death Day,en,10/12/2017,35.43,4800000,125479266,97,Released,"Comedy, Horror, Mystery"
Don't Kill It,en,8/27/2016,35.33,3500000,0,93,Released,"Fantasy, Horror"
Friday the 13th Part III,en,8/13/1982,35.313,4000000,36690067,95,Released,Horror
His House,en,1/27/2020,35.311,0,0,93,Released,"Drama, Horror, Thriller"
Crimes of the Future,en,5/25/2022,35.226,0,4400000,108,Released,"Drama, Horror, Science Fiction"
The Craft,en,5/3/1996,35.18,15000000,24819936,101,Released,"Drama, Fantasy, Horror"
Wishmaster 2: Evil Never Dies,en,3/12/1999,35.088,2500000,0,96,Released,"Fantasy, Horror"
The Devil's Advocate,en,10/17/1997,35.073,57000000,152944660,144,Released,"Drama, Horror, Mystery, Thriller"
Suspiria,it,2/1/1977,34.891,0,2884265,99,Released,Horror
Children of the Corn,en,3/9/1984,34.686,800000,14568989,92,Released,"Horror, Thriller"
Overlord,en,11/1/2018,34.624,38000000,41657844,110,Released,"Horror, Science Fiction, War"
Toys of Terror,en,12/2/2021,34.393,0,0,89,Released,Horror
Planet Terror,en,4/6/2007,34.376,0,0,105,Released,"Action, Horror, Thriller"
The Mist,en,11/21/2007,34.23,18000000,57470220,126,Released,"Horror, Science Fiction, Thriller"
Shin Godzilla,ja,7/29/2016,34.129,15000000,77947607,120,Released,"Action, Horror, Science Fiction"
Fear of Rain,en,2/12/2021,34.067,0,0,109,Released,"Drama, Horror, Thriller"
I Know What You Did Last Summer,en,10/17/1997,34.017,17000000,125586134,101,Released,"Horror, Mystery, Thriller"
The Babadook,en,5/22/2014,33.958,2000000,10312540,94,Released,"Drama, Horror"
Hatching,fi,3/4/2022,33.905,3896000,490000,91,Released,"Fantasy, Horror"
Death of Me,en,10/2/2020,33.787,0,41848,95,Released,"Horror, Mystery"
Evil Dead II,en,3/13/1987,33.777,3500000,10900000,84,Released,"Comedy, Fantasy, Horror"
A Serbian Film,sr,6/16/2010,33.761,0,0,104,Released,"Crime, Horror, Thriller"
General Cemetery,es,7/25/2013,33.739,0,0,90,Released,Horror
Don't Listen,es,7/24/2020,33.664,0,443458,98,Released,"Drama, Horror, Thriller"
Nocturne,en,10/13/2020,33.649,0,0,90,Released,"Horror, Music, Mystery, Thriller"
Ghost Lab,th,5/26/2021,33.582,0,0,117,Released,"Drama, Horror, Science Fiction, Thriller"
Possession,fr,5/27/1981,33.538,0,1158473,124,Released,Horror
Leatherface: The Texas Chainsaw Massacre III,en,1/12/1990,33.339,2000000,5765562,85,Released,Horror
The Texas Chainsaw Massacre 2,en,8/22/1986,33.29,4500000,8025872,101,Released,"Comedy, Horror"
The Empire of Corpses,ja,10/2/2015,33.239,0,0,126,Released,"Animation, Horror, Mystery, Science Fiction"
Freaky,en,11/12/2020,33.205,5000000,15104310,102,Released,"Comedy, Fantasy, Horror, Thriller"
Gonjiam: Haunted Asylum,ko,3/28/2018,33.149,0,21041950,94,Released,"Horror, Mystery"
Warm Bodies,en,1/31/2013,33.127,35000000,116980662,97,Released,"Comedy, Horror, Romance"
Exorcist II: The Heretic,en,6/17/1977,32.967,14000000,30749142,118,Released,"Drama, Horror, Thriller"
Pet Sematary,en,4/4/2019,32.935,21000000,112399944,101,Released,"Horror, Thriller"
Priest,en,5/5/2011,32.691,60000000,78309131,87,Released,"Action, Horror, Thriller"
The Legend of La Llorona,en,1/7/2022,32.519,0,0,98,Released,"Horror, Thriller"
The 8th Night,ko,7/2/2021,32.439,0,0,115,Released,"Horror, Mystery, Thriller"
Countdown,en,10/24/2019,32.432,6500000,48021766,90,Released,"Horror, Thriller"
Suicide Forest Village,ja,2/5/2021,32.327,0,0,117,Released,"Drama, Horror, Mystery"
Hostel: Part III,en,12/27/2011,32.318,6000000,0,88,Released,Horror
Life,en,3/22/2017,32.282,58000000,100541806,104,Released,"Horror, Mystery, Science Fiction, Thriller"
A Tale of Two Sisters,ko,6/13/2003,32.2,15050245,1062878,115,Released,"Drama, Horror, Mystery"
See No Evil,en,5/19/2006,32.164,8000000,18707966,84,Released,"Horror, Thriller"
Gantz,ja,11/29/2010,32.079,0,0,130,Released,"Action, Horror, Science Fiction"
Belzebuth,es,1/11/2019,31.993,3600000,0,114,Released,"Fantasy, Horror"
Terrifier,en,8/9/2011,31.973,0,0,20,Released,Horror
Black Swan,en,12/3/2010,31.951,13000000,329398046,108,Released,"Drama, Horror, Thriller"
The Curse of Buckout Road,en,11/24/2017,31.919,0,0,97,Released,Horror
Hellraiser: Deader,en,6/7/2005,31.757,4000000,0,88,Released,"Horror, Mystery, Thriller"
Gothika,en,11/21/2003,31.591,40000000,141591324,98,Released,"Horror, Thriller"
Black Box,en,10/6/2020,31.582,0,0,100,Released,"Horror, Science Fiction, Thriller"
The Return of the Texas Chainsaw Massacre,en,3/12/1995,31.468,600000,185898,95,Released,Horror
Critters,en,4/11/1986,31.428,2000000,13167232,86,Released,"Comedy, Horror, Science Fiction"
Sinister 2,en,8/19/2015,31.394,10000000,53329150,97,Released,Horror
Come True,en,9/24/2020,31.366,0,70459,105,Released,"Horror, Science Fiction"
Heks,en,12/15/2020,31.258,0,0,82,Released,"Drama, Horror"
The Unfamiliar,en,8/21/2020,31.223,0,0,89,Released,"Horror, Thriller"
Messengers 2: The Scarecrow,en,7/21/2009,31.216,0,0,94,Released,Horror
The Possession of Hannah Grace,en,11/29/2018,31.136,7700000,41036181,86,Released,"Drama, Horror"
Forbidden Empire,ru,1/30/2014,31.129,26000000,34592118,128,Released,"Adventure, Fantasy, Horror, Mystery, Science Fiction, Thriller"
They Live Inside Us,en,10/6/2020,30.945,0,0,103,Released,Horror
Happy Death Day 2U,en,2/13/2019,30.925,9000000,25327500,100,Released,"Comedy, Horror, Science Fiction"
Grave Encounters 2,en,10/12/2012,30.872,0,0,95,Released,Horror
Killer Klowns from Outer Space,en,5/27/1988,30.761,2000000,43625095,88,Released,"Comedy, Horror, Science Fiction"
Backcountry,en,3/20/2014,30.601,0,0,92,Released,"Drama, Horror, Thriller"
House of 1000 Corpses,en,4/11/2003,30.568,7000000,17949758,89,Released,"Crime, Horror"
Hellraiser III: Hell on Earth,en,9/11/1992,30.562,5000000,12534961,93,Released,Horror
Gantz: Perfect Answer,ja,4/23/2011,30.556,0,0,141,Released,"Action, Horror, Mystery, Science Fiction"
Slender Man,en,8/10/2018,30.529,10000000,11817275,93,Released,"Horror, Mystery, Thriller"
Cujo,en,8/10/1983,30.421,5000000,21200000,93,Released,"Horror, Thriller"
New Nightmare,en,10/13/1994,30.385,8000000,57000000,112,Released,"Fantasy, Horror, Mystery"
